NAME,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,AVERAGE,WEIGHTED_AVERAGE
"EMDEN WOLTHUSEN, GM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,4,7,3,15,16,14,7,6.6,9.94449715370019
"BAD KREUZNACH ARMY AIR FIELD, GM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,5,3,12,4,9,17,17,15,11,8.727272727272727,9.67007299270073
"KITZINGEN, GM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,11,13,17,14,17,32,17,29,18,16.181818181818183,17.624421296296298
"SAARBRUCKEN, GM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,8,8,18,14,13,22,23,16,15,13.727272727272727,14.80843439911797
"ST. POELTEN, AU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,7,10,12,6,3,4,8,7,4,7.181818181818182,7.560567823343849
"SONNBLICK, AU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,5,5,5,3,3,4,12,4,7,5.2727272727272725,5.426149425287356
"BIHAC, BK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1.0,1.0
"SJELASNICA, BK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.0,0.0
"KRUSEVO, MK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0.0,0.0
"VIKTORIYA ISLAND, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,2,0.36363636363636365,0.5560493827160494
"OSTROV PIONEER, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.0,0.0
"BYKOVSKI, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,0,,,,,,0,0.25,0.02877697841726619
"CHIKHACHEVA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,0.0,0.0
"TYUMYATI, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,0,,,,,,5,1.3333333333333333,1.8501326259946949
"TABOR, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,0,0.0,0.0
"ZVEZDNYY, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,0,0.0,0.0
"VAIDA GUBA BAY, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,,,,,,1,0.25,0.7463414634146341
"PECHENGA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,,,,,0,0.0,0.0
"PEREVALYAUR, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,,1,0.3333333333333333,0.7963800904977375
"TSYP NAVOLOK, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0.0,0.0
"BOLSHAYA ZAPADNAYA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,0,0.0,0.0
"SEVEROMORSK, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,0.0,0.0
"TERIBERKA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,1,1,,,,,,2,1.5,1.698224852071006
"KOLGUYEV ISLAND, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0.18181818181818182,0.24327628361858192
"YANISKOSKI, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,0,,,,,,2,0.8333333333333334,1.0981308411214954
"NIVANKYUL, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,,,,,1,0.2,0.7419354838709677
"PADUN, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,3,3,2,0,0,0,0,1.0909090909090908,1.7321867321867321
"KOLA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,0.0,0.0
"LOPARSKAYA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,0,,,,,,0,0.4,0.3170103092783505
"PULOZERO, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,,0,0.0,0.0
"OSTROV HATLOV, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,1,0.16666666666666666,0.825136612021858
"BUGRINO, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,1,0,0,0.2727272727272727,0.5084087968952135
"KOVDOR, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,2,3,0,1,2,1,0,1,1.1818181818181819,1.1533601378518092
"ENA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,,5,1.0,2.948905109489051
"MONCHEGORSK, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,1,0.3333333333333333,0.8133971291866029
"KANOZERO LAKE, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,1,0.2,0.8172043010752689
"KOLMYABR, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,,,0,0.0,0.0
"TERSKO ORLOVSKAJA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,,,,,,2,0.6,1.7030303030303031
"MYS KONUSIN, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,2,5,6,1,1,1.4545454545454546,2.666164658634538
"SHOJNA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,,,,,,5,1.1666666666666667,3.720616570327553
"INDIGA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5,5,4,0,4,7,4,3,3,3.5454545454545454,3.7423258559622194
"NIISKA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.0,0.0
"LOUHI, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,0.5,0.5370370370370371
"UMBA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,4,7,12,14,7,6,5.0,8.5
"SLYUDYANKA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.0,0.0
"CHAVANGA STREAM, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,4,1.3333333333333333,3.1705069124423964
"SOSNOVETS ISLAND, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.0,0.0
"ABRAMOVSKIJ MAJAK, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,3,10,,,,,,,3.6,6.022388059701493
"NES, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.0,0.0
"VIZHAS, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,0.0,0.0
"NIZHNYAYA PESHA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,1,,,,,,,0.6,0.7204301075268817
"KESTEN GA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,0,2,4,13,9,8,11,4.636363636363637,7.508548882069268
"PILDOZERO, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0.0,0.0
"SOLOVKI, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.0,0.0
"ZIMNEGORSKIJ MAJAK, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,1,2,1,4,4,1,5,1.8,2.727802037845706
"INCY, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,0.0,0.0
"KEPINO, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,0.5,0.5
"MOSEEVO, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,0.0,0.0
"BARKOVSKAJA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,,0,8,4,9,14,5,3,4.6,6.872448979591836
"RUGOZERO, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.0,0.0
"JUKOVO, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.0,0.0
"KOLEZMA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.0,0.0
"UNSKIJ MAJAK, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,2,,,,,,,0.5,1.452991452991453
"SEVERODVINSK, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,6,,,,,,,1.5,4.347305389221557
"LESUKONSKOE, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,7,1,11,5,6,14,15,4,6,6.363636363636363,7.028807845540913
"PADANY, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.0,0.0
"VORENZA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.0,0.0
"KALGACHIHA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0.0,0.0
"KHOLMOGORSKAYA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,1,,,,,,,0.3333333333333333,0.2222222222222222
"EMECK, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,1,,,,,,,0.5,0.38095238095238093
"KARPOGORY, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,0.0,0.0
"VENDINGA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,,,0.0,0.0
"KOSLAN, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,0,0,6,3,11,15,11,3,4.818181818181818,7.794117647058823
"SOVDDVERO, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.0,0.0
"SUOYARVI, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.0,0.0
"DANILOVO, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0.0,0.0
"SHUNGA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.0,0.0
"KONDOPOGA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.0,0.0
"KUGONAVOLOK, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.0,0.0
"DVINSKIJ BEREZNIK, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,4,4,14,11,10,8,5.1,8.359367513176808
"VERHNJAJA TOJMA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,27,15,19,12,8,14,12,16,10,12.909090909090908,13.726203501094092
"KERGA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.0,0.0
"LOPTYUGA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.0,0.0
"VALAAM, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.0,0.0
"MANTSINSARI ISLAND, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.0,0.0
"PRIOZERSK, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.0,0.0
"ORITSEL KYA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.0,0.0
"PALALAKHTA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.0,0.0
"PRIAZA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.0,0.0
"VIDLITSA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0.0,0.0
"LADVA VETKA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,0.5,0.19047619047619047
"BESOV NOS CAPE, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.0,0.0
"VOSNESEN E, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.0,0.0
"TEREBOVSKAYA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.0,0.0
"KOLODOZERO, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.0,0.0
"KARGOPOL, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,5,0,5,9,6,9,3.1818181818181817,6.571600481347774
"VEL SK, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,8,0,1,6,6,11,9,9,9,5.454545454545454,7.819375282933454
"SHANGALY, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,,,,,,,0.2,0.12
"KRASNOBORSK, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.0,0.0
"SLOBODICHIKOVO, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.0,0.0
"SOSNOVO, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,,,,,,,0.6,1.76878612716763
"VYBORG, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,12,2,9,6,3,7,9,14,13,7.636363636363637,7.808326787117046
"BOLSHOY BOR, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0.0,0.0
"ROSCINO, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0.0,0.0
"OZERKI, RU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0.0,0.0
"TOKSOVO, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.0,0.0
"OSINOVETS, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.0,0.0
"OLONEC, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,8,7,11,7,11,9,5.0,8.561797752808989
"LODEJNOE POLE, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.0,0.0
"NOVAJA LADOGA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.0,0.0
"VINNICY, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,,0,10,9,12,12,13,12,7.3,10.559125390450692
"CHAROZERO, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0.0,0.0
"NYUKSENITSA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,0,0,,,,,,,0.5,0.8333333333333334
"OB JACEVO, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,4,0,0,,,,,,,1.0,1.0887096774193548
"HODOVARIHA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,,,,,,0,0.5,0.5417406749555951
"SENGEJSKI STRAIT, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,0.0,0.0
"TOBSEDA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,7,1.4,5.235537190082645
"VARANDEY, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,2,,,,,,1,0.8333333333333334,1.1293103448275863
"MYS KONSTANTINOVSKIJ, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,3,,,,,,1,1.1666666666666667,1.6161616161616161
"KOROTAJIHA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,,,,,3,0.6,2.841688654353562
"KOTKINO, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,0.0,0.0
"HOREJ VER, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,0.0,0.0
"ADZVA VOM, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,1,,,,,,,0.3333333333333333,0.45
"SIVOMASKINSKI, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,0.0,0.0
"PETRUN, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,0.0,0.0
"SANGOMNOY, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,,0.0,0.0
"KOSJU RIVER, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,10,3.3333333333333335,9.86111111111111
"UNSILGORT, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,0.0,0.0
"LEVKINSKAJA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,0.0,0.0
"IZHMA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,,,,3,0.75,2.7916666666666665
"KEDVA RIVER, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,,,,,,,0.0,0.0
"IRAEL, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,0.0,0.0
"VERHNI SUGOR, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,0.0,0.0
"MESJU, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,0.0,0.0
"IZVAJIL, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,0.0,0.0
"DUTOVO IN KOMI, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0.0,0.0
"ZELEZNODOROZNY, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,9,13,9,6,14,14,18,1,8.272727272727273,10.04163362410785
"LUN, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,0.0,0.0
"POMOZDINO, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,0.0,0.0
"ZELENETS IN KOMI, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,,,0.0,0.0
"BAHTA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,,,,,,,14,3.75,13.17098445595855
"POLIGUS, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,14,4.666666666666667,13.923287671232877
"VIZINGA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,0.5,0.5
"LOPIDINO IN KOMI, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,0.0,0.0
"JAKSHA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,0.0,0.0
"BURMANTOVO, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,,,,,,,0.0,0.0
"KAZIM, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,18,7,14,,,,,,1,8.666666666666666,11.605280528052806
"UST CERNAJA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,1,,,,,,,0.3333333333333333,0.5
"NYROB, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.0,0.0
"POLJUDOV KAMEN, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0.0,0.0
"SUHANA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,0,1,3,1,2,2,2,1.3636363636363635,1.5167250716788787
"VERKHOYANSK RANGE, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,2,1,,,,,,,1.8,2.550774526678141
"DRUZINA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,2,0.2727272727272727,0.4015748031496063
"YAROL IN, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,2,2,1,5,2,3,2,4,2.1818181818181817,2.533427163969036
"MAAK IN YAKUT, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,,,,,,1,0.5,0.884
"MENKERE, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,4,1.6666666666666667,3.577889447236181
"SOBOPOL IN YAKUT, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,11,1,0,,,,,,2,2.5,4.279296875
"BATAGAJ ALYTA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,0,0.0,0.0
"MALIY TUOSTAKH, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,0,0,,,,,,14,3.8333333333333335,7.138219895287958
"EKYUCHCHYU, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,4,4,2,,,,,,4,2.6666666666666665,3.1725
"UST CHARKI, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10,6,4,,,,,,13,5.5,7.269917582417582
"UST MOMA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,2,4,1,1,0,2,5,1.5454545454545454,1.7776275768840823
"ARGA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3,0.75,2.5786924939467313
"BESTYAHSKAYA ZVEROFERMA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,5,4,,,,,,4,3.0,3.873762376237624
"IEMA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,8,4,1,3,2,6,3,1,10,3.5454545454545454,4.123006134969325
"CHUMPURUK, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,1,1,,,,,,5,3.1666666666666665,4.081676136363637
"UGULYAT, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,,,,,,,,0,1.25,0.7211538461538461
"SOGO HAYA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,5,0,0,,,,,,8,2.5,5.412772585669782
"RAZVEDCHIK, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,2,2,,,,,,8,3.3333333333333335,3.099927060539752
"NERA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,,,,7,2.25,5.74235807860262
"SAYYLYK, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,3,0,,,,,,,,1.0,0.5925925925925926
"DARPIR, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,2,1,,,,,,11,3.5,3.9041342121030556
"KISLOKAN, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,3,0,0,9,1,4,7,5,4,3.090909090909091,4.753811405985319
"HATYAYK HOMO, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,2,3,,,,,,4,2.1666666666666665,3.0282574568288854
"VERHNEVILJUJSK, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,1,,,,,,3,1.0,2.334841628959276
"SEGEN KYUEL, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,,,,4,0.8,3.211267605633803
"VERHOJANSK PEREVOZ, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,9,8,5,,,,,,10,6.6,7.7321309285237145
"TOMPO, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,0,,,,,,,19,6.75,9.65582371458552
"ZAPADNAYA IN YAKUT, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,10,3,5,,,,,,10,4.833333333333333,6.0515320334261835
"VOSTOCHNAYA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,9,2.25,6.548780487804878
"AGAYAKAN, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,,,,,,5,1.0,4.1013824884792625
"DELYANKIR, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,7,4,,,,,,5,3.8333333333333335,4.406572164948454
"ARKAGALA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,,0,,,,,,21,4.8,14.625968992248062
"OYUSUT, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1.0,1.0
"CHAINGDA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,3.0,4.708894878706199
"BERDIGESTYAH, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,,,,,,6,1.3333333333333333,3.1491442542787285
"KREST HAL DZHAY, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,0,,,,,,5,1.2,3.2773722627737225
"YTYK KJUEL, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,2,,,,,,,,7,3.0,5.204
"TEPLY KLJUCH, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,8,2.25,6.6395348837209305
"MUSKHAYA, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,3,8,,,,,,,2.4,3.5073409461663947
"YAGODNOYE, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,6,1.5,4.734782608695652
"MUTORAJ, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,0,0,,,,,,9,2.0,6.199619771863118
"DOROZHNYJ, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,18,9,6,,,,,,8,7.0,9.390625
"TONGULAH, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,8,6,2,,,,,,7,4.5,5.309689677010766
"SINSKOYE IN YAKUT, RS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,,,,,,5,1.0,3.3503184713375798
