NAME,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,AVERAGE,WEIGHTED_AVERAGE
"WARNEMUENDE, GM",,,,,,,,2,7,7,20,7,2,10,10,,,,,,,,,3,10,10,5,9,8,9,6,6,13,10,19,14,12,13,17,23,14,10.23076923076923,10.401488191523779
"TUTOW, GM",,,,,,,,1,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.2094594594594594
"BARTH, GM",,,,,,,,2,3,3,0,0,8,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,3.3450777202072537
"PAROW, GM",,,,,,,,0,1,4,16,8,5,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,6.375,8.323529411764707
"FASSBERG, GM",,,,,,,,0,0,,0,8,9,11,,,,,,0,11,,,,,,,,,,,,,,,,,,,,,4.875,8.922970159611381
"SALZWEDEL, GQ",,,,,,,,4,2,2,5,8,14,14,13,,,,,,,,,11,10,15,10,16,3,,,,,,,,,,,,,9.071428571428571,10.278377110694183
"GRUENOW AUT, GM",,,,,,,,2,3,2,,6,5,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,4.571428571428571,5.176359039190897
"BELM, GM",,,,,,,,3,2,20,17,9,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.285714285714286,10.008264462809917
"CELLE, GM",,,,,,,,3,6,7,11,16,5,9,,,,,,0,10,,,0,12,4,11,6,3,,,,,,,,,,,,,6.866666666666666,8.398787178746751
"BRAUNSCHWEIG WOLFSBURG, GM",,,,,,,,4,,3,6,8,8,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,5.833333333333333,6.041666666666667
"TEGEL, GM",,,,,,,,4,3,3,6,8,10,9,2,,,,,,16,,,,,,,,,,,,,,,,,,,,,6.777777777777778,6.901111993645751
"LINDENBERG, GM",,,,,,,,3,7,8,5,15,11,,,,,,,,,,,14,20,17,15,13,17,19,12,15,,,,,,,,,,12.733333333333333,13.08176344921344
"ESSEN MUELHEIM, GM",,,,,,,,0,0,2,4,1,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,3.467912266450041
"LUDENSCHEID AND, GM",,,,,,,,2,1,2,0,3,2,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,2.750887154009936
"KAHLER ASTEN MOUNT, GM",,,,,,,,8,5,5,3,6,3,,,,,,,,,,,,,,,,,,2,13,6,9,14,13,15,14,23,18,20,10.411764705882353,11.270379933603836
"KASSEL, GM",,,,,,,,4,5,6,,0,,,,,,,,,14,25,15,14,15,7,,,,,1,19,14,13,15,12,18,22,20,21,20,13.333333333333334,14.947777944037108
"LEINEFELDE AUT, GM",,,,,,,,8,7,8,9,13,11,,,,,,,,,,,,,,,1,14,9,19,11,,,,,,,,,,10.0,10.626582278481013
"BROCKEN PEAK, GM",,,,,,,,13,8,5,11,10,9,,,,,,,,,,,8,14,5,10,6,10,10,11,11,11,8,16,11,14,25,27,25,16,12.25,12.241415072597373
"LEIPZIG HALLE, GM",,,,,,,,7,20,8,12,,,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,10.833333333333334,11.080160320641282
"COTTBUS FLUGPLATZ, GM",,,,,,,,3,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0115606936416186
"GOERLITZ, GM",,,,,,,,8,5,1,9,14,7,11,,,,,,,,,,13,20,11,25,7,10,21,16,10,32,17,25,11,17,22,26,22,20,15.2,15.771861318187197
"NUERBURG, GM",,,,,,,,7,9,11,8,12,11,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.714285714285714,10.85213849287169
"WAHLEN AUT, GM",,,,,,,,6,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,4.758771929824562
"WASSERKUPPE MOUNT, GM",,,,,,,,8,,,,,,,,,,,,,,31,18,13,19,12,,,,,,,,,,,,,,,,16.833333333333332,16.851784080512353
"CHEMNITZ, GM",,,,,,,,7,2,13,8,12,,,,,,,,,,,,12,16,14,14,8,12,7,7,12,,,,,,,,,,10.285714285714286,10.938936309914641
"FICHTELBERG MOUNTAIN, GM",,,,,,,,8,26,12,14,15,,4,,,,,,,,,,13,18,14,11,7,11,9,14,13,17,18,31,14,13,16,25,17,23,15.125,15.355774879567619
"KLEINER FELDBERG, GM",,,,,,,,14,6,10,20,13,12,,,,,,,,14,31,23,24,28,14,27,20,16,22,,,,,,,,,,,,18.375,18.62282570110046
"GIEBELSTADT ARMY AIR FIELD, GM",,,,,,,,3,6,12,9,10,11,7,12,,,3,10,0,,,,,,7,0,0,8,4,3,0,,,,,,,,,,5.833333333333333,7.680974198215577
"HOF PLAUEN, GM",,,,,,,,6,8,4,7,4,11,0,,,,,,,10,23,21,11,15,15,,,,,1,15,11,8,17,16,12,12,27,23,28,12.708333333333334,13.758223889931207
"COLEMAN ARMY AIR FIELD COLEMAN BARRACKS GERMANY, GM",,,,,,,,4,8,7,11,11,5,13,9,1,,,,,,,,,,,,,,,0,7,11,13,11,8,22,19,20,13,18,10.55,11.431764146457441
"REGENSBURG OBERHUB, GM",,,,,,,,5,1,2,4,14,13,19,10,,,,,,17,27,24,25,20,21,,,,,0,9,17,10,25,13,18,21,25,18,24,15.28,16.729117972690368
"MUENCHEN OBERSCHLEI, GM",,,,,,,,6,6,7,13,20,5,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,10.25,10.533962264150944
"FELDBERG SCHWARZWAL, GM",,,,,,,,12,12,,6,14,,,,,,,,,16,26,15,21,23,18,34,19,29,26,,,,,,,,,,,,19.357142857142858,19.520692399522485
"FRIEDRICHSHAFEN, GM",,,,,,,,8,6,,8,7,5,4,0,,,,,,,,,,,,,,,,1,12,9,14,14,21,18,17,19,12,17,10.666666666666666,12.014545454545454
"KAUFBEUREN GAFB, GM",,,,,,,,1,0,0,5,0,5,3,3,,,,,12,12,,,,,,,18,17,,,,,,,,,,,,,6.333333333333333,9.317983519146873
"ALTENSTADT, GM",,,,,,,,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6666666666666665,2.624113475177305
"PEC POD SNEZKOU, EZ",,,,,,,,8,10,11,9,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.833333333333334,9.879737950397754
"KOLOBRZEG, PL",,,,,,,,5,4,4,3,5,11,1,,,,,,,,,,,,,2,5,4,0,0,15,,,,,,,,,,4.538461538461538,5.605884365378036
"BOGUS POLISH, PL",,,,,,,,3,3,6,7,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,6.549501151189562
"LECHA WALESY, PL",,,,,,,,11,14,,0,5,9,8,12,,,,,,,,,5,5,4,8,14,5,6,13,8,10,8,20,,,,,,,8.68421052631579,9.282277465918204
"ELBLAG MILEJEWO, PL",,,,,,,,7,2,7,8,9,8,10,16,,,,,,,,,,,,2,7,,,,,,,,,,,,,,7.6,8.414711033274957
"OLECKO, PL",,,,,,,,8,6,4,4,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.571428571428571,4.539115646258503
"SWINOUJSCIE, PL",,,,,,,,6,4,5,2,6,,,,,,,,,,,,,,,0,2,1,0,1,14,,,,,,,,,,3.727272727272727,4.704407294832826
"STARGARD SZCZECINSKI, PL",,,,,,,,0,6,6,7,6,7,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.5044198895027625
"STARE KUROWO, PL",,,,,,,,3,3,3,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1666666666666665,2.7555739058629234
"ZIELONA GORA, PL",,,,,,,,24,29,22,,27,0,,,,,,,,,,,5,5,3,13,2,4,0,4,17,20,14,26,,,,,,,12.647058823529411,16.27416834114758
"LUBLIN RADAWIEC, PL",,,,,,,,1,,,,,,,,,,,,,,,,5,6,3,7,7,5,12,14,11,17,21,24,,,,,,,10.23076923076923,11.681794470526865
"JELENIA GORA, PL",,,,,,,,1,7,0,1,0,1,0,,,,,,,,,,,,3,7,4,3,0,5,15,,,,,,,,,,3.357142857142857,4.822759315206445
"OSTROV CHETYREHSTOLBOVOY, RS",,,,,,,,0,2,,,,,,,,,,,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,2,0.4166666666666667,0.41482210198393177
"OSTROV VRANGELYA, RS",,,,,,,,1,0,,,,,,,,,,,0,1,0,,,,,0,0,0,1,0,1,0,1,2,1,0,2,0,0,1,0.55,0.6203879802206163
"KACHALOVKA, RS",,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,1,0.4,0.9908466819221968
"APATITY, RS",,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,1,0.6666666666666666,1.5180722891566265
"MEZEN, RS",,,,,,,,0,0,,,,,,,,,,,,2,0,2,2,1,4,0,1,1,1,8,4,11,5,15,6,7,6,15,6,6,4.478260869565218,5.909604519774011
"KEM, RS",,,,,,,,0,5,,,,,,,,,,,,,,,,4,4,2,2,0,2,0,1,5,0,0,1,5,8,2,6,5,2.736842105263158,3.697429305912596
"TALAGI, RS",,,,,,,,0,3,,,,,,,,,,,,1,1,1,2,3,5,0,4,3,,6,3,16,12,14,5,4,15,5,8,3,5.181818181818182,6.321954484605087
"PETROZAVODSK, RS",,,,,,,,0,1,,,,,,,,,,,,0,3,3,0,2,8,1,3,3,1,5,8,21,10,18,7,7,13,12,6,9,6.130434782608695,7.950792045837546
"VELIKIJ USTJUG, RS",,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,0,1,3,0,0,,,,,,,1.0,2.506082725060827
"SALEHARD, RS",,,,,,,,3,0,,,,,,,,,,,0,0,2,1,0,1,1,2,1,1,1,0,1,3,5,5,1,8,4,4,7,6,2.375,3.2968305181248816
"UST CIL MA, RS",,,,,,,,0,3,,,,,,,,,,,,,,,,1,2,1,1,0,0,8,5,9,7,8,7,2,5,4,5,4,3.789473684210526,4.932751438206705
"TROICKO PECHERSKOE, RS",,,,,,,,0,4,,,,,,,,,,,,1,4,1,2,2,4,1,3,0,1,7,4,10,8,5,4,6,11,10,8,3,4.304347826086956,5.559792027729636
"MYS SHMIDTA, RS",,,,,,,,3,0,,,,,,,,,,,0,0,0,,,,,1,1,1,0,1,1,1,0,1,1,1,1,1,0,2,0.8,0.8286259541984733
"MYS UELEN, RS",,,,,,,,0,0,,,,,,,,,,0,1,2,0,2,2,0,0,0,0,0,2,1,1,0,1,1,0,0,1,1,0,2,0.68,0.7684563758389261
"BUHTA GAVRIILA, RS",,,,,,,,0,0,,,,,,,,,,,2,0,1,2,2,0,0,1,0,0,1,0,0,2,1,,,,,,,2,0.7777777777777778,0.9970365492262101
"TIHVIN, RS",,,,,,,,0,9,,,,,,,,,,,,0,6,3,5,8,6,8,7,9,10,1,11,27,21,20,17,14,22,20,24,13,11.347826086956522,13.76514668367347
"VYSNIJ VOLOCEK, RS",,,,,,,,0,3,,,,,,,,,,,,0,1,2,3,4,10,0,1,2,,0,2,10,0,0,13,11,15,15,9,13,5.181818181818182,8.866484268125856
"VELIKIE LUKI, RS",,,,,,,,0,5,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,15,12,20,27,15,14,8.461538461538462,14.167330677290837
"RZEV, RS",,,,,,,,0,5,,,,,,,,,,,,,,,,,,6,3,9,3,,0,19,15,23,11,19,21,18,14,11,11.0625,13.875115420129271
"MINSK 1, BO",,,,,,,,0,2,,,,,,,,,,,,,,,,5,13,6,2,4,,9,18,20,12,18,12,9,21,19,15,10,10.833333333333334,12.52680565897245
"VOLOGDA, RS",,,,,,,,0,2,,,,,,,,,,,,0,1,5,8,6,12,0,2,9,5,13,2,12,1,0,12,13,23,18,11,9,7.130434782608695,9.77079023582954
"RYBINSK, RS",,,,,,,,0,1,,,,,,,,,,,,1,4,5,6,4,6,5,1,3,3,0,0,9,0,0,12,12,20,19,14,9,5.826086956521739,8.585537542662117
"GOR KIJ, RS",,,,,,,,0,6,,,,,,,,,,,,0,3,4,6,11,10,2,4,3,,25,0,7,2,0,16,22,13,17,15,11,8.045454545454545,11.43783340172343
"MOSKVA VDNH DOLGOPRUDNYJ, RS",,,,,,,,0,7,,,,,,,,,,,,0,3,3,6,11,9,1,2,9,,15,15,19,15,14,11,18,29,19,13,11,10.454545454545455,12.325364793542379
"KALUGA, RS",,,,,,,,0,,,,,,,,,,,,,0,3,5,7,7,13,4,4,2,0,20,10,20,22,21,15,13,24,17,12,10,10.409090909090908,13.263229771252988
"CERN, RS",,,,,,,,0,4,,,,,,,,,,,,,,,,,,1,1,4,1,,0,3,,,5,15,23,15,12,13,6.928571428571429,11.619641465315667
"ZAMETCHINO, RS",,,,,,,,0,4,,,,,,,,,,,,1,2,1,3,9,11,5,6,2,0,5,18,16,25,19,15,16,22,17,15,16,9.91304347826087,12.66716917922948
"MAGNITOGORSK, RS",,,,,,,,1,5,,,,,,,,,,,2,1,5,4,7,5,4,3,6,1,3,9,7,25,14,23,32,7,21,18,11,10,9.333333333333334,11.952991452991453
"KOSTANAY, KZ",,,,,,,,5,4,,,,,,,,,,,0,3,4,4,6,1,0,1,4,1,0,9,9,20,13,14,9,13,13,15,9,9,6.916666666666667,8.9654777486911
"BRATSK, RS",,,,,,,,5,,,,,,,,,,,,0,4,4,1,7,4,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,9,2.0,1.9173503494378608
"NERCHINSKIJ ZAVOD, RS",,,,,,,,1,,,,,,,,,,,,1,2,6,0,2,0,6,1,4,4,3,0,1,2,0,0,18,17,24,15,18,10,5.869565217391305,8.510365623822087
"TOMMOT, RS",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,1,0,,1,0,,,,,,14,2.6666666666666665,9.901803607214429
"NIKOLAEVSK ON AMUR, RS",,,,,,,,0,3,,,,,,,,,,,0,3,,,,,,,1,0,1,0,0,2,,,,,,,,2,1.0909090909090908,1.639930755914599
"VASILEVICHI, BO",,,,,,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,2,1.5,3.545219638242894
"ZHULIANY INTERNATIONAL, UP",,,,,,,,0,6,,,,,,,,,,,,0,2,9,2,4,7,5,3,4,4,15,13,14,13,15,14,11,19,20,11,,8.681818181818182,10.362451737451737
"LVIV INTERNATIONAL, UP",,,,,,,,0,,,,,,,,,,,,,0,2,5,6,11,6,12,15,6,12,17,17,18,19,24,18,20,15,22,24,,12.80952380952381,14.68889962945062
"KAMIANETS PODIL SKYI, UP",,,,,,,,0,6,,,,,,,,,,,,0,2,20,7,3,10,1,4,0,1,0,,,,,,,,,,2,4.0,6.349664775657556
"UMAN, UP",,,,,,,,0,12,,,,,,,,,,,,1,6,11,7,5,19,13,9,9,16,21,18,18,19,22,,,,,,17,12.38888888888889,14.382090761750405
"ODESA INTERNATIONAL, UP",,,,,,,,0,2,,,,,,,,,,,,,,,,3,10,8,6,3,,11,17,17,5,19,16,11,30,17,27,22,12.444444444444445,14.05586592178771
"KHERSON, UP",,,,,,,,0,3,,,,,,,,,,,,,,,,,,7,8,8,8,15,22,16,2,12,,,,,,16,9.75,11.081609195402299
"SEVASTOPOL BELBEK, UP",,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,3,1.25,2.2641083521444694
"CHERTOVITSKOYE, RS",,,,,,,,0,4,,,,,,,,,,,,0,6,13,6,9,19,11,3,6,4,9,16,27,21,11,21,15,25,22,20,16,12.347826086956522,14.564578499613303
"TSENTRALNY, RS",,,,,,,,0,2,,,,,,,,,,,,0,3,9,7,8,11,5,3,6,6,15,15,22,19,15,15,11,20,20,22,15,10.826086956521738,12.78818334094716
"OSNOVA INTERNATIONAL, UP",,,,,,,,0,7,,,,,,,,,,,,,,,,8,9,8,1,2,2,9,20,18,15,20,20,21,26,27,34,19,14.0,17.259287195926834
"DNIPROPETROVS K, UP",,,,,,,,0,4,,,,,,,,,,,,0,4,8,3,2,6,,,,,,,,,,,,,,,18,5.0,6.8119266055045875
"LUHANS K, UP",,,,,,,,0,4,,,,,,,,,,,,0,5,11,6,6,15,5,0,1,1,7,4,6,0,0,,,,,,16,4.833333333333333,7.68993288590604
"ROSTOV NA DONU, GG",,,,,,,,0,4,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1.3333333333333333,3.107142857142857
"DIVNOE, GG",,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0
"ASTRAHAN, RS",,,,,,,,0,2,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,9,5,5,8,2,8,8,5,6,8,3.526315789473684,5.064529734289329
"KARSAKPAJ, KZ",,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,2,2,5,3,7,7,11,10,7,11,7,3,5.0,6.55874143618371
"NOVOROSSIJSK, RS",,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,1,11,12,3,14,,,,,,5,6.125,7.5046728971962615
"TEBERDA, RS",,,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0
"PASANAURI, GG",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,2,0.8,1.1473214285714286
"BATUMI, GG",,,,,,,,0,7,,,,,,,,,,,,,,,,,,0,8,8,8,17,19,23,24,30,31,2,14,22,16,7,13.882352941176471,18.360257787325455
"GANDJA, AJ",,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,0,12,8,4,19,,,,,,5,6.125,7.421647819063005
"LANKARAN, AJ",,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0,4,15,4,15,6,7,4.833333333333333,8.168207837956848
"AKTAU, KZ",,,,,,,,0,0,,,,,,,,,,,,0,0,0,0,1,3,0,0,2,0,2,0,1,1,1,2,1,3,2,0,4,1.0,1.2914790439903014
"CHIMBAJ, UZ",,,,,,,,1,2,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,2,4,1,2,0,2,2,3,1.2352941176470589,1.4060721062618595
"KHUDJANT, TI",,,,,,,,1,,,,,,,,,,,,0,0,4,3,1,0,3,0,0,0,3,0,2,2,4,3,,,,,,8,1.8888888888888888,2.569712413542046
"ABERDEEN PVNG GRND, MD US",,,,,,,,0,25,22,38,20,22,18,21,26,38,23,16,32,38,29,37,33,35,30,21,26,27,,,,,,,,,,,,,26.227272727272727,27.209199584199585
"MARFA MUNICIPAL AIRPORT, TX US",,,,,,,,0,14,6,8,9,26,18,45,37,43,0,,32,80,75,56,52,33,60,0,,,,,,,,,,,,,,,31.263157894736842,38.32709067309475
"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",,,,,,,,0,13,26,28,23,23,38,34,21,27,18,31,30,30,24,25,36,25,25,24,17,22,31,23,17,24,20,15,17,25,7,8,10,1,21.705882352941178,22.932876593530484
"RANTOUL CHANUTE AFB, IL US",,,,,,,,15,45,60,44,36,45,43,38,48,40,32,29,24,40,41,39,40,27,48,35,37,44,51,43,41,36,52,36,37,42,32,33,34,29,38.705882352941174,39.05548745607584
"PORTLAND INTERNATIONAL AIRPORT, OR US",,,,,,,,4,2,1,3,15,12,9,9,0,,,,8,6,7,7,2,8,5,3,4,4,5,1,4,5,1,6,1,0,1,5,0,1,4.483870967741935,4.6482648358882726
"BISMARCK MUNICIPAL AIRPORT, ND US",,,,,,,,16,34,20,0,,,,,,,,,24,41,23,29,29,32,35,32,34,29,24,24,21,20,31,37,37,17,16,7,15,16,24.73076923076923,25.922276895549093
"DAYTON WRIGHT PATTERSON AFB, OH US",,,,,,,,7,12,46,24,31,32,28,40,35,39,14,38,36,37,34,27,29,27,41,35,38,35,38,40,29,36,35,35,37,48,36,36,47,35,33.44117647058823,33.89940198246907
"LANGLEY AIR FORCE BASE, VA US",,,,,,,,1,45,50,46,36,29,38,32,19,29,33,26,35,48,34,30,31,33,32,33,40,24,33,36,38,54,43,24,30,43,32,37,37,40,34.44117647058823,35.16699686313356
"ALBROOK AFB BALBOA, PM",,,,,,,,16,53,22,4,103,102,109,127,97,92,69,108,102,122,130,141,154,129,102,99,126,126,150,111,140,135,,,,31,54,102,116,110,99.41935483870968,108.91493859472519
"MOUNT CLEMENS SELFRIDGE FIELD, MI US",,,,,,,,0,37,24,27,34,29,23,26,31,26,26,35,27,17,,,,,,,,,,,,,,,,,,,,,25.857142857142858,27.667294413057125
"TIREE, UK",,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5095320623916811
"ST. ABB S HEAD LH, UK",,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,0.768837803320562
"NAME AND LOC UNKN, GM",,,,,,,,,1,0,5,6,,,,,,,,,,,,9,12,9,14,10,13,13,12,10,,,,,,,,,,8.76923076923077,10.07516339869281
"HERINGSDORF, GM",,,,,,,,,0,1,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,2.483236994219653
"UECKERMUENDE AUT, GM",,,,,,,,,2,1,5,2,3,8,3,,,,,,,,,8,10,6,11,10,13,13,7,12,23,14,21,13,17,14,13,22,12,10.52,10.956203517884548
"DETMOLD UK ARMY, GM",,,,,,,,,3,5,7,9,10,7,17,,,,,,,,,,,,,,,,,,,,,,,,,,,8.285714285714286,9.042463835744284
"WUNSTORF, GM",,,,,,,,,0,4,2,6,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.166666666666667,6.395292697646349
"DUSSELDORF, GM",,,,,,,,,2,7,7,11,10,7,10,,,,,,23,28,31,19,30,23,,,,,,,,,,,,,,,,16.0,17.061468548194213
"BAD LIPPSPRINGE, GM",,,,,,,,,0,6,3,8,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.666666666666667,5.586781964175417
"OSCHATZ, GM",,,,,,,,,4,3,2,8,6,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,6.714285714285714,7.484760522496371
"DOBERLUG KIRCHHAIN, GM",,,,,,,,,2,8,6,0,,13,8,,,,,,,,,10,16,12,12,8,11,14,13,16,,,,,,,,,,9.933333333333334,11.514235268152726
"PLAUEN AUT, GM",,,,,,,,,5,8,12,6,9,12,11,,,,,,,,,10,17,7,17,10,13,15,15,14,,,,,,,,,,11.3125,11.519012082444918
"WURZBURG USA AF, GM",,,,,,,,,1,5,3,7,4,3,7,,,,,,11,25,23,12,17,14,,,,,1,13,12,13,13,18,20,16,20,24,17,12.458333333333334,13.914724576271187
"SCHWABISCH HALL, GM",,,,,,,,,10,3,12,8,10,27,13,,,,,,,,,,,,,,,,,,,11,13,15,4,,11,14,14,11.785714285714286,12.336459031033712
"GOPPINGEN USA AF, GM",,,,,,,,,6,2,16,13,9,18,16,,,,,,,,,,,,,,,,,,,,,,,,,,,11.428571428571429,12.040358744394618
"NEUBIBERG GER AFB, GM",,,,,,,,,6,4,9,16,13,19,14,,,22,14,14,19,22,26,25,,17,26,31,27,0,,,,,,,,,,,,17.05263157894737,19.08613728129206
"ALLGAU, GM",,,,,,,,,0,1,1,9,12,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,7.857142857142857,12.050123762376238
"HOHENPEISSENBERG, GM",,,,,,,,,5,2,5,9,10,,,,,,,,28,31,31,28,21,22,,,,,,,,,,,,,,,,17.454545454545453,20.434742363468064
"DZWIRZYNO, PL",,,,,,,,,1,5,4,8,6,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,6.285714285714286,7.083930399181167
"SZCZYTNO, PL",,,,,,,,,1,1,8,10,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.166666666666667,6.247787610619469
"ZARY MISATO, PL",,,,,,,,,0,0,1,6,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8333333333333335,4.421686746987952
"LEGNICA, PL",,,,,,,,,6,6,7,10,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.166666666666667,7.543082524271845
"TIKHAYA BAY, RS",,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0.25,0.2898212898212898
"OSTROV UEDINENIJA, RS",,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,1,3,3,1,1,3,1,0,1,0,0,2,5,1.3125,1.3708498642722906
"MAMOCKIN SAR, RS",,,,,,,,,2,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,,,,0.6,0.8116883116883117
"IM. M.V. POPOVA, RS",,,,,,,,,1,,,,,,,,,,,0,0,0,1,0,1,0,2,0,1,2,0,1,0,2,2,0,0,0,2,0,1,0.6956521739130435,0.7381188118811881
"HATANGA, RS",,,,,,,,,0,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,2,0,3,2,0,2,4,0.7391304347826086,1.0340124003542959
"VOLOCHANKA, RS",,,,,,,,,0,,,,,,,,,,,,,,,,,,1,0,0,0,1,1,1,1,0,3,0,0,1,0,0,0.5625,0.659963436928702
"OSTROV KOTEL NYJ, RS",,,,,,,,,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0.375,0.47821326910444495
"MOSTAKH ISLAND, RS",,,,,,,,,2,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,,,,,,1,0.45454545454545453,0.6968053044002411
"MURMANSK, RS",,,,,,,,,1,,,,,,,,,,,,0,1,1,5,1,1,2,1,3,,2,4,6,4,2,4,3,7,7,0,2,2.7142857142857144,3.0891803278688523
"TURA, RS",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,1,2,2,0,3,5,10,3,2,2,15,3.5384615384615383,4.409569923098832
"VILJUJSK, RS",,,,,,,,,0,,,,,,,,,,,0,3,3,1,3,0,1,0,1,3,2,1,3,8,3,2,7,1,2,3,3,11,2.652173913043478,3.177760375880971
"ERBOGACEN, RS",,,,,,,,,1,,,,,,,,,,,,,,,,,,0,0,1,2,4,9,10,15,11,12,14,7,10,20,9,7.8125,10.066666666666666
"UGOLNY, RS",,,,,,,,,1,,,,,,,,,,,1,1,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0846242774566474
"NAJAHAN, RS",,,,,,,,,0,,,,,,,,,,,0,1,1,0,0,0,0,,,,,5,0,0,1,0,0,0,1,1,0,0,0.5263157894736842,0.5313576843556168
"NAGAJEVA BAY, RS",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,1,0.25,0.7363083164300203
"KORF, RS",,,,,,,,,0,,,,,,,,,,,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.30434782608695654,0.22059342988343342
"PIONERSKIJ, RS",,,,,,,,,5,2,9,6,6,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,5.285714285714286,5.329050279329609
"BALTIYSK NAVAL, RS",,,,,,,,,2,5,13,3,2,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,6.857142857142857,7.217077315208156
"KIROV, RS",,,,,,,,,6,,,,,,,,,,,,,,,,,,0,0,5,6,17,10,16,7,15,13,19,21,21,24,11,11.9375,13.499601910828025
"KAZAN, RS",,,,,,,,,2,,,,,,,,,,,,0,1,3,8,7,6,4,2,2,,14,14,17,12,15,14,17,15,14,7,10,8.761904761904763,10.192414129903955
"BUGURUSLAN, RS",,,,,,,,,1,,,,,,,,,,,,0,0,0,,,,,,,,5,15,25,22,24,,,,,,8,10.0,16.799077396207075
"BEZYMYANKA, RS",,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0
